hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,adr_bin,is_international
Resort Hotel,1,208,2016,April,2,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,0,Non Refund,273,Transient,60.3,0,0,51-100,True
City Hotel,0,158,2017,March,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,95.0,0,1,51-100,True
Resort Hotel,1,78,2015,October,1,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,0,Non Refund,134,Transient,92.0,0,0,51-100,True
Resort Hotel,0,49,2015,July,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,118.17,0,0,101-150,True
Resort Hotel,0,0,2017,February,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,76.0,0,0,51-100,True
City Hotel,0,133,2017,July,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,107.1,0,2,101-150,True
City Hotel,1,80,2017,January,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,93.6,0,0,51-100,True
Resort Hotel,1,199,2016,May,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,298,Transient-Party,85.0,0,0,51-100,True
Resort Hotel,1,40,2016,July,2,2,0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,194.0,0,0,150+,True
City Hotel,1,2,2016,November,0,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,0,No Deposit,0,Transient,94.0,0,0,51-100,True
City Hotel,0,13,2016,March,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,138,Transient,79.15,0,0,51-100,True
City Hotel,0,5,2016,November,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,106.68,0,1,101-150,True
City Hotel,1,153,2015,August,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient,60.0,0,0,51-100,True
City Hotel,0,54,2016,February,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,75.95,0,1,51-100,True
Resort Hotel,0,10,2017,February,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,48.0,0,1,0-50,True
Resort Hotel,1,23,2016,August,0,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,242,Transient,272.7,0,0,150+,True
City Hotel,0,235,2016,August,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient-Party,105.3,1,2,101-150,True
City Hotel,0,242,2016,October,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,95.13,0,1,51-100,True
City Hotel,1,185,2017,May,2,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,114.3,0,0,101-150,True
City Hotel,1,16,2016,October,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,140.0,0,2,101-150,True
City Hotel,1,229,2017,July,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,110.0,0,0,101-150,True
City Hotel,1,158,2016,May,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,37,Transient,130.0,0,0,101-150,True
City Hotel,0,17,2015,September,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,1,No Deposit,1,Transient-Party,170.0,0,0,150+,True
Resort Hotel,0,149,2017,July,0,2,2,0,BB,CHE,Direct,Direct,0,0,0,C,0,No Deposit,250,Transient,211.25,0,0,150+,True
Resort Hotel,0,163,2015,October,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient-Party,47.0,0,1,0-50,True
Resort Hotel,0,1,2016,August,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,250,Transient,149.0,0,0,101-150,True
Resort Hotel,0,81,2016,April,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,52.2,0,1,51-100,True
City Hotel,0,91,2017,April,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,117.0,0,4,101-150,True
City Hotel,0,122,2016,April,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,151,Transient-Party,85.0,0,0,51-100,True
City Hotel,1,143,2016,November,0,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,84.6,0,1,51-100,True
Resort Hotel,0,120,2015,August,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,90.95,0,1,51-100,True
City Hotel,1,113,2016,February,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,19,Transient,75.0,0,0,51-100,True
City Hotel,1,395,2016,March,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient,62.8,0,0,51-100,True
City Hotel,1,391,2016,August,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,59.0,0,0,51-100,True
City Hotel,0,71,2017,July,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,150.0,0,1,101-150,True
Resort Hotel,0,7,2017,March,1,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,1,No Deposit,0,Transient-Party,29.0,0,0,0-50,True
City Hotel,1,151,2015,July,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient-Party,86.0,0,0,51-100,True
City Hotel,1,277,2016,November,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,100.0,0,0,51-100,True
City Hotel,1,169,2017,June,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,19,Transient,170.0,0,0,150+,True
City Hotel,0,158,2016,May,0,2,1,0,BB,AUT,Online TA,TA/TO,0,0,0,A,13,No Deposit,9,Transient,114.75,0,1,101-150,True
Resort Hotel,1,50,2016,October,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,88.0,0,1,51-100,True
City Hotel,0,0,2017,July,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,B,1,No Deposit,0,Transient,98.0,0,0,51-100,True
City Hotel,0,73,2017,July,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,159,Transient,147.5,0,0,101-150,True
City Hotel,0,0,2016,April,0,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,94,Transient-Party,45.0,0,2,0-50,True
Resort Hotel,0,0,2017,May,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,80.0,0,0,51-100,True
City Hotel,1,316,2016,May,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,0,158,2017,March,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,95.0,0,0,51-100,True
Resort Hotel,1,43,2017,January,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient-Party,48.0,0,0,0-50,True
City Hotel,1,364,2015,October,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,6,Transient-Party,101.5,0,0,101-150,True
Resort Hotel,1,219,2016,March,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,310,Transient,52.0,0,0,51-100,True
City Hotel,1,288,2016,May,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,65.0,0,0,51-100,True
Resort Hotel,0,162,2016,March,0,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,84.0,0,0,51-100,True
City Hotel,0,97,2016,August,1,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,150.3,0,1,150+,True
Resort Hotel,1,21,2017,July,1,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,230.0,0,1,150+,True
City Hotel,0,214,2016,November,2,1,0,0,BB,ESP,Groups,Corporate,0,0,0,A,2,No Deposit,0,Transient,75.0,0,0,51-100,True
City Hotel,0,1,2016,December,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,120.0,0,1,101-150,True
City Hotel,0,18,2017,February,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,0,No Deposit,14,Transient,98.88,0,0,51-100,True
City Hotel,0,142,2016,May,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,114.3,0,0,101-150,True
City Hotel,0,99,2017,May,0,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,169.2,0,2,150+,True
Resort Hotel,1,320,2017,July,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,93.38,0,0,51-100,True
City Hotel,1,211,2016,May,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,6,Transient,100.0,0,0,51-100,True
Resort Hotel,1,198,2016,October,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,Transient-Party,68.0,0,0,51-100,True
City Hotel,0,37,2016,June,0,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,22,Transient,111.6,0,1,101-150,True
City Hotel,1,408,2017,May,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,229,Transient,90.0,0,0,51-100,True
City Hotel,1,27,2017,February,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,118.0,0,0,101-150,True
City Hotel,1,110,2015,July,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,17,Transient-Party,94.5,0,0,51-100,True
City Hotel,1,129,2017,June,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,154,Transient,130.0,0,0,101-150,True
Resort Hotel,1,275,2015,October,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,0,Non Refund,208,Transient,50.0,0,0,0-50,True
City Hotel,0,152,2016,July,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient-Party,99.0,0,2,51-100,True
Resort Hotel,0,43,2017,June,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,140.0,0,1,101-150,True
City Hotel,0,19,2016,February,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,100.5,0,2,101-150,True
City Hotel,0,107,2016,June,0,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,187,Transient-Party,120.0,0,0,101-150,True
City Hotel,1,16,2016,February,2,1,0,0,BB,NGA,Direct,Direct,0,0,0,D,0,No Deposit,14,Transient,101.0,0,0,101-150,True
City Hotel,1,281,2016,April,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,0,1,2017,August,1,1,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,80.1,0,0,51-100,True
City Hotel,1,88,2017,June,0,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,204.3,0,0,150+,True
Resort Hotel,0,4,2016,August,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,138.0,1,0,101-150,True
City Hotel,0,111,2017,May,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,83,Transient,117.6,0,0,101-150,True
City Hotel,0,74,2015,September,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,109.0,0,0,101-150,True
Resort Hotel,1,190,2017,July,2,3,0,0,Undefined,CHE,Direct,Direct,0,0,0,D,3,No Deposit,250,Transient,274.45,0,0,150+,True
Resort Hotel,0,11,2015,December,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,5,Transient,37.0,0,0,0-50,True
City Hotel,1,46,2017,March,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,2,No Deposit,8,Transient,100.3,0,0,101-150,True
Resort Hotel,0,240,2016,October,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,2,Contract,84.95,1,2,51-100,True
City Hotel,1,279,2015,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1,Contract,62.0,0,0,51-100,True
City Hotel,1,2,2015,November,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,95.81,0,0,51-100,True
Resort Hotel,0,54,2015,August,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,Transient,151.23,0,1,150+,True
City Hotel,0,9,2017,February,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,B,1,No Deposit,14,Transient,91.1,0,0,51-100,True
City Hotel,0,64,2016,October,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,105.6,0,4,101-150,True
City Hotel,1,594,2017,February,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,1,23,2016,February,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,72.8,0,0,51-100,True
Resort Hotel,0,30,2015,August,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,250,Transient,115.0,0,3,101-150,True
City Hotel,0,4,2017,April,0,2,0,0,SC,CZE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,156.67,0,2,150+,True
City Hotel,1,84,2017,May,0,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,189.0,0,0,150+,True
City Hotel,1,92,2016,November,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,90.0,0,0,51-100,True
City Hotel,0,4,2016,September,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,174.67,0,1,150+,True
City Hotel,1,32,2016,November,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,130.0,0,1,101-150,True
Resort Hotel,0,0,2017,February,0,2,0,0,BB,FIN,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,80.0,0,0,51-100,True
City Hotel,0,8,2017,April,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,185.25,0,1,150+,True
City Hotel,0,73,2016,July,0,2,0,0,SC,CN,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,105.0,0,1,101-150,True
City Hotel,1,184,2017,May,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,19,Transient,130.0,0,0,101-150,True
City Hotel,1,85,2015,July,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,76.5,0,0,51-100,True
Resort Hotel,0,11,2016,January,0,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,0,No Deposit,240,Transient,71.2,0,0,51-100,True
City Hotel,0,4,2016,July,0,3,0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,177.0,1,1,150+,True
City Hotel,0,26,2015,October,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,95.96,0,1,51-100,True
City Hotel,0,36,2017,March,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,106.68,0,0,101-150,True
Resort Hotel,1,55,2016,October,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,89.0,0,2,51-100,True
City Hotel,1,135,2017,June,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,30,Transient,130.0,0,0,101-150,True
City Hotel,0,130,2016,September,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,42,Transient,80.75,0,0,51-100,True
City Hotel,0,25,2017,January,0,2,0,0,BB,GBR,Direct,Direct,0,0,0,G,0,No Deposit,14,Transient,198.0,0,0,150+,True
City Hotel,0,248,2017,April,2,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,0,No Deposit,58,Transient-Party,80.0,0,1,51-100,True
Resort Hotel,1,92,2016,February,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,134,Transient,79.0,0,0,51-100,True
City Hotel,1,233,2015,November,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,60.0,0,0,51-100,True
City Hotel,1,131,2016,August,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,92.25,0,0,51-100,True
City Hotel,0,183,2016,September,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,44,Transient-Party,110.0,0,1,101-150,True
City Hotel,1,355,2015,October,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient-Party,62.0,0,0,51-100,True
City Hotel,0,0,2017,March,0,0,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,0,No Deposit,86,Transient,0.0,0,0,,True
City Hotel,0,61,2017,January,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,27,Transient,72.0,0,0,51-100,True
City Hotel,1,96,2017,April,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29,Transient,130.0,0,0,101-150,True
City Hotel,0,150,2016,June,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,121.83,0,2,101-150,True
City Hotel,0,181,2016,October,0,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,234,Transient-Party,120.0,0,0,101-150,True
City Hotel,0,6,2015,December,0,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,137.0,0,1,101-150,True
City Hotel,0,39,2015,August,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,109.0,0,0,101-150,True
City Hotel,0,19,2017,May,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,184.29,0,1,150+,True
City Hotel,1,286,2015,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Contract,62.0,0,0,51-100,True
City Hotel,1,37,2016,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,105.0,0,0,101-150,True
City Hotel,0,102,2015,October,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,109.0,0,0,101-150,True
City Hotel,1,280,2016,September,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,6,Transient,110.0,0,0,101-150,True
City Hotel,0,1,2017,February,2,2,1,0,BB,ESP,Direct,Direct,0,0,0,A,1,No Deposit,14,Transient,123.0,0,1,101-150,True
City Hotel,1,59,2017,January,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,326,Transient,80.0,0,0,51-100,True
Resort Hotel,0,50,2017,February,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,2,No Deposit,250,Transient,39.6,0,1,0-50,True
City Hotel,1,37,2016,July,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,131.4,0,0,101-150,True
City Hotel,1,330,2015,September,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1,Transient-Party,62.8,0,0,51-100,True
City Hotel,1,50,2015,October,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,0,Non Refund,0,Transient,75.0,0,0,51-100,True
City Hotel,0,25,2017,August,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,169.0,0,1,150+,True
City Hotel,0,151,2016,July,1,2,2,0,BB,CHE,Direct,Direct,0,0,0,F,0,No Deposit,14,Transient,171.9,0,0,150+,True
Resort Hotel,1,6,2015,December,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,0,No Deposit,240,Transient,54.4,0,0,51-100,True
City Hotel,1,153,2017,July,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,89.1,0,0,51-100,True
City Hotel,1,70,2016,September,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,149.4,0,0,101-150,True
City Hotel,0,62,2016,May,0,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,116.1,0,0,101-150,True
City Hotel,0,104,2017,March,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,20,Transient-Party,65.0,0,0,51-100,True
City Hotel,0,83,2015,September,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,26,Transient-Party,112.2,0,0,101-150,True
City Hotel,0,69,2017,April,0,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,162.0,0,1,150+,True
City Hotel,0,5,2016,August,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,96.76,0,1,51-100,True
City Hotel,1,77,2015,August,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,76.5,0,0,51-100,True
Resort Hotel,0,167,2015,September,4,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,243,Contract,68.0,0,3,51-100,True
City Hotel,0,72,2016,June,0,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,108.11,0,0,101-150,True
City Hotel,0,3,2017,January,0,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.0,0,0,51-100,True
Resort Hotel,1,256,2015,August,3,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,1,No Deposit,240,Transient-Party,199.0,0,1,150+,True
Resort Hotel,0,109,2015,July,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,123.0,0,1,101-150,True
City Hotel,0,4,2015,August,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,122.0,0,3,101-150,True
City Hotel,0,13,2015,October,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,28,Transient,75.0,0,1,51-100,True
Resort Hotel,1,2,2017,February,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,92.0,0,1,51-100,True
City Hotel,1,265,2015,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1,Contract,62.0,0,0,51-100,True
City Hotel,0,3,2016,September,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,0,No Deposit,0,Transient,166.25,0,0,150+,True
City Hotel,1,105,2016,April,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,12,Transient,75.0,0,0,51-100,True
City Hotel,0,178,2017,July,2,2,2,0,HB,DNK,Direct,Direct,0,0,0,E,1,No Deposit,14,Transient,214.0,0,3,150+,True
City Hotel,0,29,2016,December,0,1,0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,4,No Deposit,0,Transient-Party,66.18,0,1,51-100,True
Resort Hotel,0,61,2016,March,1,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,156,Transient,35.15,0,1,0-50,True
City Hotel,1,82,2017,March,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,91.8,0,0,51-100,True
Resort Hotel,1,111,2015,October,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,45.0,0,1,0-50,True
City Hotel,0,61,2016,December,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,79.2,0,0,51-100,True
City Hotel,1,197,2017,March,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,79.2,0,2,51-100,True
Resort Hotel,1,86,2017,March,0,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,67,Transient,46.0,0,0,0-50,True
City Hotel,0,247,2016,June,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,115.0,0,1,101-150,True
City Hotel,1,280,2017,August,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,113.1,0,0,101-150,True
City Hotel,0,27,2016,July,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,187.0,0,2,150+,True
Resort Hotel,1,41,2016,September,0,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,139.0,0,1,101-150,True
City Hotel,1,78,2017,April,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,6,Transient,90.0,0,0,51-100,True
Resort Hotel,0,19,2017,August,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,15,Transient,165.6,0,0,150+,True
City Hotel,0,220,2016,September,2,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,177,Transient-Party,128.0,0,0,101-150,True
City Hotel,0,133,2016,October,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,0,No Deposit,14,Transient,108.38,0,0,101-150,True
Resort Hotel,0,213,2016,May,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,1,No Deposit,298,Transient-Party,54.5,0,0,51-100,True
City Hotel,0,23,2016,January,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,26,Transient-Party,109.0,0,0,101-150,True
Resort Hotel,1,238,2017,February,0,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,155,Transient,54.0,0,0,51-100,True
City Hotel,1,39,2017,July,0,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,140.0,0,0,101-150,True
City Hotel,1,195,2015,September,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,20,Transient,48.0,0,0,0-50,True
City Hotel,1,47,2016,April,0,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.9,0,0,51-100,True
